console_display,full_title,total_search_results,tune_title,tune_slug,composer,meter,incipit,key,place_of_origin,copyright,num_hymnals,midi_url,recording_url,pdf_url,hymnary_url
Come Sing UntoLord,O Come and Sing Unto the Lord,10,TRURO (Williams),truro_williams,Charles Burney,8.8.8.8,13455 67151 54321,C Major/E♭ Major,,Public Domain,574,https://hymnary.org/media/fetch/82648,https://hymnary.org/media/fetch/222380,https://hymnary.org/media/fetch/82649,https://hymnary.org/tune/truro_williams
Come Sing UntoLord,O Come and Sing Unto the Lord,10,VOM HIMMEL HOCH,vom_himmel_hoch_luther,Martin Luther (1535),8.8.8.8,17675 67111 55345,C Major,,Public Domain,312,https://hymnary.org/media/fetch/82754,https://hymnary.org/media/fetch/199474,https://hymnary.org/media/fetch/82755,https://hymnary.org/tune/vom_himmel_hoch_luther
Come Sing UntoLord,O Come and Sing Unto the Lord,10,JOYFUL SONG (Allen),joyful_song_allen,Chester G. Allen (1869),12.10.12.10.11.10.12.10,35132 32176 51351,G Major,,Public Domain,310,https://hymnary.org/media/fetch/80145,https://hymnary.org/media/fetch/222368,https://hymnary.org/media/fetch/80146,https://hymnary.org/tune/joyful_song_allen
Come Sing UntoLord,O Come and Sing Unto the Lord,10,IN DULCI JUBILO,in_dulci_jubilo,,6.6.7.7.7.8.5.5,11134 56551 13456,F Major,,Public Domain,246,https://hymnary.org/media/fetch/80211,https://hymnary.org/media/fetch/222215,https://hymnary.org/media/fetch/80212,https://hymnary.org/tune/in_dulci_jubilo
Come Sing UntoLord,O Come and Sing Unto the Lord,10,IRISH,irish_dublin,,8.6.8.6,11512 34323 53451,F Major,"Dublin, Ireland",Public Domain,162,https://hymnary.org/media/fetch/81227,https://hymnary.org/media/fetch/221505,https://hymnary.org/media/fetch/81228,https://hymnary.org/tune/irish_dublin
OComeAllYe Faith,"O Come, All ye Faithful",10,PILGRIMS (Smart),pilgrims_smart,Henry Thomas Smart (1868),11.10.11.10 with refrain,35432 12343 25176,D Major,,Public Domain,238,https://hymnary.org/media/fetch/81988,https://hymnary.org/media/fetch/180383,https://hymnary.org/media/fetch/81989,https://hymnary.org/tune/pilgrims_smart
OComeAllYe Faith,"O Come, All ye Faithful",10,MIT FREUDEN ZART,mit_freuden_zart,,8.7.8.7.8.8.7,13451 76565 43234,D Major,,Public Domain,174,https://hymnary.org/media/fetch/80018,https://hymnary.org/media/fetch/198916,https://hymnary.org/media/fetch/80019,https://hymnary.org/tune/mit_freuden_zart
OComeAllYe Faith,"O Come, All ye Faithful",10,"[Speed away, speed away on your mission of light] (Woodbury)",speed_away_speed_away_on_your_m_woodbury,I. B. Woodbury,12.12.12.12.12.9,55555 55554 53333,A Major,,Public Domain,132,https://hymnary.org/media/fetch/123747,,https://hymnary.org/media/fetch/123749,https://hymnary.org/tune/speed_away_speed_away_on_your_m_woodbury
OComeAllYe Faith,"O Come, All ye Faithful",10,YE BANKS AND BRAES,ye_banks_and_braes,,8.8.8.8,51121 23532 12321,F Major,Scotland,Public Domain,66,https://hymnary.org/media/fetch/104208,https://hymnary.org/media/fetch/199195,https://hymnary.org/media/fetch/191039,https://hymnary.org/tune/ye_banks_and_braes
OComeAllYe Faith,"O Come, All ye Faithful",10,[Praise God from whom all blessings flow] (Hatton),praise_god_from_whom_all_blessing_martin,John Warrington Hatton,8.8.8.8,13456 71765 13455,C Major,,Adapt. © 1967 by Roberta Martin,18,https://hymnary.org/media/fetch/105054,https://hymnary.org/media/fetch/152928,https://hymnary.org/media/fetch/147908,https://hymnary.org/tune/praise_god_from_whom_all_blessing_martin
OCome Emmanuel,"O Come, O Come Emmanuel",10,GERMANY (Gardiner),germany_beethoven_gardiner,Ludwig van Beethoven,8.8.8.8,51712 56711 17627,A♭ Major,,Public Domain,783,https://hymnary.org/media/fetch/80751,https://hymnary.org/media/fetch/199217,https://hymnary.org/media/fetch/80752,https://hymnary.org/tune/germany_beethoven_gardiner
OCome Emmanuel,"O Come, O Come Emmanuel",10,ST. LOUIS (Redner),st_louis_redner,Lewis H. Redner (1868),8.6.8.6,33323 54621 712,F Major/G Major or modal,,Public Domain,519,https://hymnary.org/media/fetch/80196,https://hymnary.org/media/fetch/222384,https://hymnary.org/media/fetch/80197,https://hymnary.org/tune/st_louis_redner
OCome Emmanuel,"O Come, O Come Emmanuel",10,VENI EMMANUEL (Chant),veni_emmanuel_chant,Anonymous,8.8.8.8.8.8,13555 46543 4531,d minor,,Public Domain,327,https://hymnary.org/media/fetch/80175,https://hymnary.org/media/fetch/222211,https://hymnary.org/media/fetch/80176,https://hymnary.org/tune/veni_emmanuel_chant
OCome Emmanuel,"O Come, O Come Emmanuel",10,THE FIRST NOWELL,the_first_nowell,,Irregular with refrain,32123 45671 76567,D Major,England,Public Domain,310,https://hymnary.org/media/fetch/80214,https://hymnary.org/media/fetch/199072,https://hymnary.org/media/fetch/80215,https://hymnary.org/tune/the_first_nowell
OCome Emmanuel,"O Come, O Come Emmanuel",10,WONDROUS LOVE (Southern Harmony),wondrous_love_southern_harmony,Anonymous,12.9.6.6.12.9,11724 54211 72576,d minor or modal,United States,Public Domain,147,https://hymnary.org/media/fetch/80248,https://hymnary.org/media/fetch/84620,https://hymnary.org/media/fetch/80249,https://hymnary.org/tune/wondrous_love_southern_harmony
OGodHelpAgesPast,"O God, Our Help in Ages Past",10,DUNDEE (Ravenscroft),dundee_ravenscroft,,8.6.8.6,13451 23432 11715,E♭ Major,,Public Domain,940,https://hymnary.org/media/fetch/81085,https://hymnary.org/media/fetch/222233,https://hymnary.org/media/fetch/81086,https://hymnary.org/tune/dundee_ravenscroft
OGodHelpAgesPast,"O God, Our Help in Ages Past",10,ORTONVILLE,ortonville_hastings,Thomas Hastings (1837),8.6.8.6.6,51122 32156 61655,G Major,,Public Domain,925,https://hymnary.org/media/fetch/80687,https://hymnary.org/media/fetch/83903,https://hymnary.org/media/fetch/80688,https://hymnary.org/tune/ortonville_hastings
OGodHelpAgesPast,"O God, Our Help in Ages Past",10,ST. ANNE,st_anne_croft,William Croft (1708),8.6.8.6,53651 17151 5645,C Major,England,Public Domain,911,https://hymnary.org/media/fetch/80569,https://hymnary.org/media/fetch/222171,https://hymnary.org/media/fetch/80570,https://hymnary.org/tune/st_anne_croft
OGodHelpAgesPast,"O God, Our Help in Ages Past",10,MAITLAND (Allen),maitland_allen,,8.6.8.6,34551 32161 65513,A♭ Major/B♭ Major,,Public Domain,770,https://hymnary.org/media/fetch/81233,https://hymnary.org/media/fetch/199225,https://hymnary.org/media/fetch/81234,https://hymnary.org/tune/maitland_allen
OGodHelpAgesPast,"O God, Our Help in Ages Past",10,BEATITUDO,beatitudo_dykes,John Bacchus Dykes (1875),8.6.8.6,12353 14367 13222,A♭ Major,,Public Domain,504,https://hymnary.org/media/fetch/81345,https://hymnary.org/media/fetch/221959,https://hymnary.org/media/fetch/81346,https://hymnary.org/tune/beatitudo_dykes
OJesus Promised,"O Jesus, I Have Promised",10,NEW BRITAIN,new_britain,William Walker,8.6.8.6,51313 21655 13132,A♭ Major/F Major or modal,,Public Domain,750,https://hymnary.org/media/fetch/80422,https://hymnary.org/media/fetch/83890,https://hymnary.org/media/fetch/80423,https://hymnary.org/tune/new_britain
OJesus Promised,"O Jesus, I Have Promised",10,ANGEL'S STORY,angels_story_mann,Arthur H. Mann (1881),7.6.7.6 D,33321 17544 32325,G Major,,Public Domain,406,https://hymnary.org/media/fetch/80900,https://hymnary.org/media/fetch/222503,https://hymnary.org/media/fetch/80901,https://hymnary.org/tune/angels_story_mann
OJesus Promised,"O Jesus, I Have Promised",10,MUNICH (Mendelssohn),munich_mendelssohn,,7.6.7.6 D,12365 43335 43221,D Major,,Public Domain,391,https://hymnary.org/media/fetch/80351,https://hymnary.org/media/fetch/222357,https://hymnary.org/media/fetch/80352,https://hymnary.org/tune/munich_mendelssohn
OJesus Promised,"O Jesus, I Have Promised",10,DAY OF REST (Elliott),day_of_rest_elliott,J. W. Elliott (1875),7.6.7.6 D,13565 45321 23462,F Major,,Public Domain,196,https://hymnary.org/media/fetch/108856,https://hymnary.org/media/fetch/179622,https://hymnary.org/media/fetch/108858,https://hymnary.org/tune/day_of_rest_elliott
OJesus Promised,"O Jesus, I Have Promised",10,LLANGLOFFAN,llangloffan_welsh,,7.6.7.6 D,51122 32114 43325,g minor,,Public Domain,193,https://hymnary.org/media/fetch/80563,https://hymnary.org/media/fetch/199226,https://hymnary.org/media/fetch/80564,https://hymnary.org/tune/llangloffan_welsh
OTownofBethlehem,O Little Town of Bethlehem,10,ST. LOUIS (Redner),st_louis_redner,Lewis H. Redner (1868),8.6.8.6,33323 54621 712,F Major/G Major or modal,,Public Domain,519,https://hymnary.org/media/fetch/80196,https://hymnary.org/media/fetch/222384,https://hymnary.org/media/fetch/80197,https://hymnary.org/tune/st_louis_redner
OTownofBethlehem,O Little Town of Bethlehem,10,KINGSFOLD,kingsfold_english,,8.6.8.6 D,32111 73343 45543,e minor or modal,,Public Domain,309,https://hymnary.org/media/fetch/80119,https://hymnary.org/media/fetch/199009,https://hymnary.org/media/fetch/80120,https://hymnary.org/tune/kingsfold_english
OTownofBethlehem,O Little Town of Bethlehem,10,FOREST GREEN,forest_green_english,,8.6.8.6 D,51112 32345 34312,F Major,,Public Domain,291,https://hymnary.org/media/fetch/80386,https://hymnary.org/media/fetch/222178,https://hymnary.org/media/fetch/80387,https://hymnary.org/tune/forest_green_english
OTownofBethlehem,O Little Town of Bethlehem,10,ST. MATTHEW (Croft),st_matthew_croft,William Croft (1708),8.6.8.6 D,53513 21713 25654,B♭ Major,,Public Domain,142,https://hymnary.org/media/fetch/82603,https://hymnary.org/media/fetch/221641,https://hymnary.org/media/fetch/82604,https://hymnary.org/tune/st_matthew_croft
OTownofBethlehem,O Little Town of Bethlehem,10,CHRISTMAS CAROL (Davies),christmas_carol_davies,Henry Walford Davies (1905),8.6.8.6 D,32313 23136 53213,F Major,,Public Domain,25,https://hymnary.org/media/fetch/127353,https://hymnary.org/media/fetch/183497,https://hymnary.org/media/fetch/127355,https://hymnary.org/tune/christmas_carol_davies
OLove Not LetMeGo,O Love That Wilt Not Let Me Go,10,ST. MARGARET (Peace),st_margaret_peace,Albert L. Peace (1884),8.8.8.8.6,55556 71177 77712,G Major,,Public Domain,518,https://hymnary.org/media/fetch/80907,https://hymnary.org/media/fetch/199270,https://hymnary.org/media/fetch/80908,https://hymnary.org/tune/st_margaret_peace
OLove Not LetMeGo,O Love That Wilt Not Let Me Go,10,LUTHER'S HYMN,luthers_hymn_luther_11321,Joseph Klug (1535),8.7.8.7.8.8.7,11321 22313 45321,A Major/G Major,,Public Domain,383,https://hymnary.org/media/fetch/81607,https://hymnary.org/media/fetch/180463,https://hymnary.org/media/fetch/81608,https://hymnary.org/tune/luthers_hymn_luther_11321
OLove Not LetMeGo,O Love That Wilt Not Let Me Go,10,MORNING SONG (Dare),morning_song_dare,,8.6.8.6,51234 32175 51234,f minor,United States,Public Domain,192,https://hymnary.org/media/fetch/81027,https://hymnary.org/media/fetch/199027,https://hymnary.org/media/fetch/81028,https://hymnary.org/tune/morning_song_dare
OLove Not LetMeGo,O Love That Wilt Not Let Me Go,10,WAS GOTT TUT,was_gott_tut_gastorius,Severus Gastorius (1681),8.7.8.7.4.4.8.8,51234 54365 43321,D Major,,Public Domain,163,https://hymnary.org/media/fetch/83431,https://hymnary.org/media/fetch/205822,https://hymnary.org/media/fetch/83432,https://hymnary.org/tune/was_gott_tut_gastorius
OLove Not LetMeGo,O Love That Wilt Not Let Me Go,10,[O Love that wilt not let me go] (Herbert),o_love_that_wilt_not_let_me_go_herbert,J. B. Herbert (1910),,53433 22125 232,A♭ Major,,Public Domain,26,https://hymnary.org/media/fetch/147275,,,https://hymnary.org/tune/o_love_that_wilt_not_let_me_go_herbert
OMasterLetMeWalk,"O Master, Let Me Walk with Thee",10,CANONBURY,canonbury_schumann,Robert Schumann (1839),8.8.8.8,53334 32123 56712,G Major,Germany,Public Domain,674,https://hymnary.org/media/fetch/80705,https://hymnary.org/media/fetch/222180,https://hymnary.org/media/fetch/80706,https://hymnary.org/tune/canonbury_schumann
OMasterLetMeWalk,"O Master, Let Me Walk with Thee",10,MARYTON,maryton_smith,Henry Percy Smith (1874),8.8.8.8,33343 22255 43117,D Major,,Public Domain,496,https://hymnary.org/media/fetch/80620,https://hymnary.org/media/fetch/199230,https://hymnary.org/media/fetch/80621,https://hymnary.org/tune/maryton_smith
OMasterLetMeWalk,"O Master, Let Me Walk with Thee",10,WINCHESTER NEW,winchester_new_musikalisches,,8.8.8.8,51566 54334 32554,A Major/B♭ Major,,Public Domain,435,https://hymnary.org/media/fetch/81856,https://hymnary.org/media/fetch/222544,https://hymnary.org/media/fetch/81857,https://hymnary.org/tune/winchester_new_musikalisches
OMasterLetMeWalk,"O Master, Let Me Walk with Thee",10,SAXBY (Matthews),saxby_matthews,Timothy R. Matthews (1883),8.8.8.8,33321 17122 23554,E♭ Major,,Public Domain,112,https://hymnary.org/media/fetch/107593,https://hymnary.org/media/fetch/180761,https://hymnary.org/media/fetch/107595,https://hymnary.org/tune/saxby_matthews
OMasterLetMeWalk,"O Master, Let Me Walk with Thee",10,VIA BONA,via_bona_dykes,John Bacchus Dykes,8.8.8.8,51211 22344 23231,G Major,,Public Domain,22,https://hymnary.org/media/fetch/189434,,,https://hymnary.org/tune/via_bona_dykes
OPerfectLove,O Perfect Love,10,NETTLETON,nettleton,Anonymous,8.7.8.7 D,32113 52235 65321,D Major/E Major,United States,Public Domain,981,https://hymnary.org/media/fetch/79997,https://hymnary.org/media/fetch/222247,https://hymnary.org/media/fetch/79998,https://hymnary.org/tune/nettleton
OPerfectLove,O Perfect Love,10,BEECHER,beecher_zundel,John Zundel (1870),8.7.8.7 D,55653 23217 61654,B♭ Major,,Public Domain,892,https://hymnary.org/media/fetch/79963,https://hymnary.org/media/fetch/222474,https://hymnary.org/media/fetch/79964,https://hymnary.org/tune/beecher_zundel
OPerfectLove,O Perfect Love,10,ASSURANCE (Knapp),blessed_assurance_jesus_is_mine_knapp,Phoebe Palmer Knapp (1873),9.10.9.9 with refrain,32155 45655 35177,D Major,,Public Domain,847,https://hymnary.org/media/fetch/80819,https://hymnary.org/media/fetch/222520,https://hymnary.org/media/fetch/80820,https://hymnary.org/tune/blessed_assurance_jesus_is_mine_knapp
OPerfectLove,O Perfect Love,10,CANONBURY,canonbury_schumann,Robert Schumann (1839),8.8.8.8,53334 32123 56712,G Major,Germany,Public Domain,674,https://hymnary.org/media/fetch/80705,https://hymnary.org/media/fetch/222180,https://hymnary.org/media/fetch/80706,https://hymnary.org/tune/canonbury_schumann
OPerfectLove,O Perfect Love,10,WINCHESTER NEW,winchester_new_musikalisches,,8.8.8.8,51566 54334 32554,A Major/B♭ Major,,Public Domain,435,https://hymnary.org/media/fetch/81856,https://hymnary.org/media/fetch/222544,https://hymnary.org/media/fetch/81857,https://hymnary.org/tune/winchester_new_musikalisches
OSacred HeadNow,O Sacred Head Now Wounded,10,PASSION CHORALE (Hassler),passion_chorale_hassler,Hans Leo Hassler (1601),7.6.7.6 D,51765 45233 221,a minor,,Public Domain,598,https://hymnary.org/media/fetch/80244,https://hymnary.org/media/fetch/222220,https://hymnary.org/media/fetch/80245,https://hymnary.org/tune/passion_chorale_hassler
OSacred HeadNow,O Sacred Head Now Wounded,10,ST. CHRISTOPHER (Maker),st_christopher_maker,Frederick C. Maker (1881),7.6.8.6.8.6.8.6,55546 53123 443,D♭ Major,England,Public Domain,450,https://hymnary.org/media/fetch/80887,https://hymnary.org/media/fetch/222408,https://hymnary.org/media/fetch/80888,https://hymnary.org/tune/st_christopher_maker
OSacred HeadNow,O Sacred Head Now Wounded,10,MENDEBRAS,mendebras_mason,,7.6.7.6 D,12333 21215 13555,E♭ Major,,Public Domain,408,https://hymnary.org/media/fetch/82213,https://hymnary.org/media/fetch/181502,https://hymnary.org/media/fetch/82214,https://hymnary.org/tune/mendebras_mason
OSacred HeadNow,O Sacred Head Now Wounded,10,WHITFIELD (Greek),whitfield_greek,,7.6.7.6 D,12333 33112 27711,D Major,,Public Domain,125,https://hymnary.org/media/fetch/81202,https://hymnary.org/media/fetch/221119,https://hymnary.org/media/fetch/81203,https://hymnary.org/tune/whitfield_greek
OSacred HeadNow,O Sacred Head Now Wounded,10,MIRIAM (Holbrook),miriam_holbrook,Joseph P. Holbrook (1865),7.6.7.6,55121 17655 64355,,,Public Domain,102,https://hymnary.org/media/fetch/83664,https://hymnary.org/media/fetch/184713,https://hymnary.org/media/fetch/83665,https://hymnary.org/tune/miriam_holbrook
WordGodIncarnate,O Word of God Incarnate,10,ELLACOMBE,ellacombe,,7.6.7.6 D,51765 13455 67122,A Major,,Public Domain,677,https://hymnary.org/media/fetch/81473,https://hymnary.org/media/fetch/223262,https://hymnary.org/media/fetch/81474,https://hymnary.org/tune/ellacombe
WordGodIncarnate,O Word of God Incarnate,10,BATTLE HYMN OF THE REPUBLIC,battle_hymn_of_the_republic_american,,15.15.15.6 with refrain,55554 35123 33211,B♭ Major,,Public Domain,514,https://hymnary.org/media/fetch/81270,https://hymnary.org/media/fetch/222853,https://hymnary.org/media/fetch/81271,https://hymnary.org/tune/battle_hymn_of_the_republic_american
WordGodIncarnate,O Word of God Incarnate,10,MUNICH (Mendelssohn),munich_mendelssohn,,7.6.7.6 D,12365 43335 43221,D Major,,Public Domain,391,https://hymnary.org/media/fetch/80351,https://hymnary.org/media/fetch/222357,https://hymnary.org/media/fetch/80352,https://hymnary.org/tune/munich_mendelssohn
WordGodIncarnate,O Word of God Incarnate,10,PUER NOBIS NASCITUR,puer_nobis_nascitur_praetorius,,8.8.8.8,11234 32115 55671,D Major,Germany,Public Domain,239,https://hymnary.org/media/fetch/81997,https://hymnary.org/media/fetch/222210,https://hymnary.org/media/fetch/81998,https://hymnary.org/tune/puer_nobis_nascitur_praetorius
WordGodIncarnate,O Word of God Incarnate,10,DIVINUM MYSTERIUM,divinum_mysterium,,8.7.8.7.8.7.7,12343 23213 45653,E♭ Major,Europe,Public Domain,188,https://hymnary.org/media/fetch/80131,https://hymnary.org/media/fetch/199013,https://hymnary.org/media/fetch/96060,https://hymnary.org/tune/divinum_mysterium
OWorshipthe King,O Worship the King,10,LYONS,lyons,Joseph Haydn,10.10.11.11,51123 14432 51123,A Major/G Major,,Public Domain,912,https://hymnary.org/media/fetch/80042,https://hymnary.org/media/fetch/222230,https://hymnary.org/media/fetch/80043,https://hymnary.org/tune/lyons
OWorshipthe King,O Worship the King,10,LOBE DEN HERREN,lobe_den_herren_115321,Anonymous (1665),14.14.4.7.8,11532 17656 7121,F Major,Germany,Public Domain,478,https://hymnary.org/media/fetch/79987,https://hymnary.org/media/fetch/222475,https://hymnary.org/media/fetch/79988,https://hymnary.org/tune/lobe_den_herren_115321
OWorshipthe King,O Worship the King,10,GENEVAN 42,genevan_42_bourgeois,Claude Goudimel,8.7.8.7.7.7.8.8,12321 76512 34321,G Major,France,Public Domain,343,https://hymnary.org/media/fetch/80172,https://hymnary.org/media/fetch/222379,https://hymnary.org/media/fetch/80173,https://hymnary.org/tune/genevan_42_bourgeois
OWorshipthe King,O Worship the King,10,KINGSFOLD,kingsfold_english,,8.6.8.6 D,32111 73343 45543,e minor or modal,,Public Domain,309,https://hymnary.org/media/fetch/80119,https://hymnary.org/media/fetch/199009,https://hymnary.org/media/fetch/80120,https://hymnary.org/tune/kingsfold_english
